alpha,grade3_c_index,logrank_chi2,logrank_p
0.0,0.6186817256063691,5.353704918233959,0.020678286503641452
0.25,0.6627476393260507,16.925685270871206,3.887202639263343e-05
0.5,0.7022773560451768,30.054907545775443,4.199843228747113e-08
0.75,0.7019070542492131,18.00633765858447,2.2017075001601327e-05
1.0,0.6644139974078874,13.627625224239607,0.00022288161622829872
